movie_title,year,combined_rating,total_popularity
our last weekend,2011,3.0,267
passion beach,1973,5.7,19
pennin manathai thottu,2000,6.3,117
pieces of april,2003,8.0,7
pierrot le fou,1965,8.0,4
pokhititeli knig,2003,5.8,86
posledniy shans,1979,7.0,28
pure,2002,6.8,2834
putin's kiss,2011,6.5,768
puto,1987,7.0,20
rebel without a cause,1955,10.0,15
rhineland,2007,5.1,104
ryzhaya feya,1987,5.0,9
sagrada: the mystery of creation,2012,6.5,255
sangham,1988,6.8,215
santaman,2022,4.1,105
satu kecupan,2004,4.9,16
season salad,2005,5.1,620
seeking temporary wife,2003,4.4,226
sex fantasies,1975,6.5,11
shackled by film,1918,6.8,21
sheriff with the gold,1966,5.8,48
shivagange mahatme,1964,8.9,12
show me what you got,2019,5.4,280
shrek the third,2007,9.0,21
signorinella,1949,6.0,23
sinais de fogo,1995,6.3,83
singapore dreaming,2006,7.0,368
sisterhood,2020,8.0,10
sisters in leather,1969,4.4,142
somewhere else,2004,4.1,131
sorority house massacre ii,1990,10.0,1
spring and winter,1951,5.0,13
"stand up, sisters",1951,7.6,36
stone fruit,2020,6.0,88
"su mi ma sen, love",2009,6.3,103
tabloids on trial,2024,3.9,18
taija,1987,4.2,6
taras shevchenko,1951,6.5,183
tellur aliens,2016,4.4,103
that lady from peking,1971,6.0,43
the 39 steps,1959,6.6,2551
the blazing ninja,1973,4.8,58
the boss,1999,7.2,15
the buffalo hunt,2019,5.3,10
the burned hand,2024,8.0,12
the designated victim,1971,6.6,905
the extra terrestrial orchestra,2022,5.3,8
the green inferno,2013,5.4,52131
the here after,2015,6.4,1820
the idol,1976,6.5,111
the killer that stalked new york,1950,6.4,2079
the last mountain,2019,7.3,96
the law of the 45's,1935,5.0,140
the little shepherd of kingdom come,1920,8.6,16
the minnesota delivery,2015,7.1,22
the mojo manifesto: the life and times of mojo nixon,2022,7.5,59
the new gentlemen,1929,6.7,198
the perfect dinner,2022,6.4,856
the red carnation,1976,5.2,21
the rise and fall of black velvet flag,2003,8.8,8
the secret of monte-cristo,1948,5.3,9
the silence of the hams,1994,6.0,1
the siren,1913,5.8,16
the unfixing,2024,9.3,6
the werewolf of washington,1973,4.1,1315
the winter of three hairs,1949,6.6,201
the woman of stars and mountains,2023,7.9,39
the wound and knife (notes for a film about emilio garcía wehbi),2019,6.0,6
the x mas files,2016,5.9,17
the yoga sutra: a zorie barber film,2016,5.2,12
three women,1949,6.9,27
thumbelina,1994,4.0,1
today and tomorrow,2003,6.0,358
tom og mette på sporet,1952,6.1,9
traces of gore ii,2016,1.4,46
transatlantic,2014,7.0,30
tre dar på luffen,1964,3.9,21
true crime,2017,8.2,15
tugboat annie sails again,1940,5.7,271
tutto è musica,1963,6.8,38
twelfth night,2018,7.0,60
two family house,2000,10.0,1
under the rainbow,1981,4.0,3
undisputed iii: redemption,2010,8.0,1
uppukandam brothers,1993,6.4,67
viikinki,2022,6.6,346
wandering fugitive sword,1970,7.0,6
wanderlust,2012,9.0,5
water for elephants,2011,6.0,4
what?,1972,5.5,4754
"white balloon, the (badkonake sefid)",1995,8.0,2
"witches, the",1990,7.0,3
witching and bitching,2013,6.4,15833
woman racket,1937,6.4,118
yuga,2007,5.2,6
zero prospect,2003,5.9,17
zhuliki,2006,5.3,15
çölde bir istanbul kizi,1957,5.1,17
"iwianch, the devil deer",2021,8.3,11
skyline,1931,7.0,59
sugar hill,1994,2.0,2
the fox and the hound 2,2006,10.0,1
the wakhan front,2015,6.3,1232
treasure planet,2002,7.6,140025
100 girls,2000,7.0,4
2 friends,2018,7.8,7
7 sins,1986,4.0,22
a cantor's tale,2005,8.2,30
a man of the people,2021,7.4,30
aatishbaazi ishq,2016,5.3,43
about last night,2014,3.0,2
achanoru vazha vechu,2023,2.9,195
aci su,1988,6.5,11
adhura sapna,2007,5.4,18
agni sakshi,1982,6.8,61
ai de jiao yu,1961,7.3,26
almost nothing,2000,6.6,61
alto bairro,2014,7.1,16
aswat acherim,2021,8.3,12
at the drive-in,2017,7.5,472
atropos,2024,5.8,23
bachelor party,1984,4.15,43666
bag de røde porte,1951,6.0,71
bamboozled,2000,2.0,8
banglavil outha,2005,4.4,33
beach blanket bingo,1965,3.0,1
beat the band,1947,6.3,80
bee movie,2007,8.0,10
benny & joon,1993,6.0,19
beyond revolution - fighting for democracy,2022,7.6,11
big game,2008,4.1,335
bir damla ask,2017,4.7,15
black rose,2020,4.0,115
breath,2022,4.9,6319
bride by mistake,1944,6.3,340
bright flight,2012,6.3,116
brood,2009,7.5,21
bütün saadetler mümkündür,2017,5.8,285
carwash,2018,5.6,113
catch me if you can,2002,8.0,115
cats don't dance,1997,5.45,8899
check to the queen,1969,6.2,271
"cheer up, mr. lee",2019,7.0,578
ciresarii,1984,6.2,128
close to me,2025,6.9,29
cuatro noches de boda,1969,4.8,66
daddy long legs,1919,4.0,1
dance fight love die: with mikis on the road,2017,7.3,26
dance marathon,2011,5.6,85
death and the judge,2018,6.3,23
death of a cyclist (muerte de un ciclista),1955,6.0,1
dedemin gözyaslari,2024,7.5,15
dias santana,2016,7.0,88
docks of new york,1945,6.5,335
doll factory,2014,3.9,229
don't shoot the piano man,2022,5.8,28
doula,2022,4.3,298
dödspolare,1985,5.3,227
eighth grade,2018,7.3,84690
elaan-e-jung,1989,4.9,127
enron: the smartest guys in the room,2005,6.0,6
ensaio sobre o amor,2014,10.0,5
escape room: la pel·lícula,2022,6.1,574
escape to entrapment,2014,4.9,25
eve,1968,4.8,184
exiled: the chosen ones,2024,5.6,53
faces of the dead 2: exorcism,2021,3.6,21
fear of heights,1994,6.8,64
feeding tomorrow,2024,7.0,17
fighting heart,2016,4.2,695
filterphonic,2019,7.7,19
first earth: uncompromising ecological architecture,2009,8.1,28
first kiss,1998,5.6,176
five nights at freddy's 4,2016,7.2,603
follow the leader,1944,6.1,329
"forgiven; or, the jack of diamonds",1914,7.5,16
four rooms,1995,8.0,20
french kiss,1995,8.0,45
führerbunker: adolf hitler's final days,2020,6.7,17
grace is gone,2007,6.7,9844
grave robbers,2006,8.7,14
half a hero,1912,4.6,16
halloween 2,2009,4.8,167
hanging in hedo,2008,5.5,28
herb alpert is...,2020,7.7,187
hick,2011,5.5,21283
"hitchhiker's guide to the galaxy, the",2005,6.0,44
holy hell,2009,6.7,30
hooray for love,1935,6.0,256
hope,1970,7.9,4493
house of numbers: anatomy of an epidemic,2009,5.5,616
i know where i'm going!,1945,7.4,10605
"i, sinner",1959,7.3,40
imagine me & you,2005,7.0,1
important in the life,2023,8.6,17
"impostors, the",1998,8.0,2
invasion: anime,2002,6.8,14
ip man 2,2010,7.0,5
kalebegiak,2016,6.7,59
karnabal,1985,6.1,16
kath putli,1957,6.6,43
kato ajanare,1959,5.8,22
khun phaen begins,2019,5.9,203
kid galahad,1962,6.1,3241
king of the carnival,1955,4.9,43
kizu darake no tenshi,1997,6.3,44
knife in the water (nóz w wodzie),1962,7.0,2
koditta idangalai nirappuga,2017,6.9,57
korankinder,2009,7.0,11
la banda de los tres crisantemos,1970,3.9,32
la niña de tacones amarillos,2015,6.9,36
le vaudeville du diable,1994,8.3,25
legend of horror,1971,4.1,81
letiste neprijímá,1960,6.9,17
libeled lady,1936,7.0,1
license to drive,1988,4.0,3
life eternal,2015,5.0,1
little town,2024,6.8,11
love bites,2001,4.8,1499
love tactics,2010,4.8,6
madame sousatzka,1988,10.0,1
madanolsavam,1978,7.3,72
malliswari,1951,7.1,191
manifesto,2015,6.5,7402
match point,2005,5.0,17
max saves the world,2014,4.5,22
maz jobrani: immigrant,2017,9.0,1
mega shark vs. crocosaurus,2010,3.0,1
memories of murder (salinui chueok),2003,10.0,5
"mod squad, the",1999,8.0,8
moi vouloir toi,1985,4.1,79
mona lisa,1986,7.65,19469
mr. blandings builds his dream house,1948,6.0,1
my favorite season,1993,6.9,2281
my sexual life,2010,6.9,81
"mystery, alaska",1999,7.0,8
nasreddin hoca,1971,4.6,19
national theatre live: all's well that ends well,2009,6.9,20
nayika devi: the warrior queen,2022,6.8,692
near and elsewhere,2019,6.0,10
new year baby,2006,8.4,81
no filter,2016,5.6,2059
no le busques tres pies...,1968,6.0,15
no maps for these territories,2000,6.9,379
no meio da rua,2006,6.4,40
only you,1994,6.0,8
opium,2022,8.2,22
orbs: the veil is lifting,2015,6.4,5
out west with the peppers,1940,5.4,164
palace of stains,2007,5.5,9
"patriot, the",1998,7.0,69
pauran,2005,4.4,49
"preacher's wife, the",1996,10.0,5
pusher iii: i'm the angel of death,2005,5.0,1
que barrio?!,1999,7.0,7
queen of the beach,2019,9.1,32
raaz,1967,6.0,185
rainaldo graziani da meridiano zero al soggetto radicale... da evola a dugin,2019,9.0,9
ramanujan,2014,7.3,451
rasuto furankenshutain,1991,5.9,65
raymond - sju resor värre,1999,5.4,72
red boogie,1982,7.3,98
remember me,2010,8.0,1
remembering heaven,2022,6.9,34
restaurant from the sky,2019,5.9,121
restless,2009,5.7,117
rifftrax: radical jack,2015,6.2,44
river silence,2019,8.3,10
robogeisha (robo-geisha),2009,6.0,1
rocky ii,1979,8.0,26
"rodrigo, la película",2001,2.9,62
"rote rosen, rote lippen, roter wein",1953,5.3,30
roulette toronto,2011,7.8,6
rufus,1975,6.1,58
runaway bride,1999,6.0,42
safe haven,2013,8.0,1
samson & sally,1984,7.0,885
scream before you die,2024,3.8,8
second armenian film-concert,1946,3.5,19
secret of the seal,1992,6.8,70
"sell, sell, sell",1975,3.5,11
served: harvey weinstein,2020,5.1,70
sex madness,1934,2.8,1026
sherlock jr.,1924,6.1,61205
sleep paralysis and the phenomenon of the shadow people,2022,6.7,12
small soldiers,1998,8.0,18
sodrásban,1964,7.4,764
sofia's last ambulance,2012,7.3,402
solo,2016,5.6,293
some of our stallions,2021,5.0,175
soul kids,2020,6.8,14
stake land,2010,8.0,1
starvation,2015,7.6,12
sting,2024,5.7,15924
stowaway,1936,7.1,1537
strangers within,2017,4.1,200
summer soldiers,1972,6.3,176
superstar,1999,8.0,7
teenage girl: valerie's holiday,2019,7.8,101
tengoku no taizai,1992,5.6,27
the art of being straight,2008,4.9,718
the barkley marathons: the race that eats its young,2015,8.0,1
the birds who fear death,2024,9.2,71
the black sheep,1979,5.4,26
the blue star,2023,7.3,1209
the chant of july,2023,5.3,8
the dark dancer,1995,3.4,296
the decree,2023,6.9,33
the dog,2015,8.8,14
the full monty,1997,7.2,116769
the glass eye,1991,3.0,19
the glass river,2010,5.9,64
the great squeeze,2009,8.6,16
the great war,2019,4.0,1353
the harbour girl,1964,4.9,16
the heart of the mother,1993,8.8,38
the lovemaster,1997,5.7,124
the other brother,2002,5.3,147
the other man,2008,5.4,12726
the queen of versailles,2012,7.1,13886
the september issue,2009,7.0,8089
those people next door,1953,5.7,176
"thousand clowns, a",1965,10.0,1
throwing shade live,2017,8.4,10
tiananmen,2009,5.9,10
ticha umbartha,2016,5.7,15
til night,2007,6.8,16
transition,2018,3.8,143
trapped in paradise,1994,5.0,1
trick the movie: last stage,2014,6.3,310
ubuntu,2017,6.9,23
unerreichbare nähe,1984,4.8,7
verona,2023,6.0,11
vettaikaaran,2009,5.2,5770
violencia,2015,5.9,231
virgin genocide,2018,3.1,30
voev,2022,8.8,49
wanted sabata,1970,5.2,85
we need rent money,2023,5.8,7
"wedding banquet, the (xi yan)",1993,9.0,1
what does the light do?,2020,8.2,11
what men don't know about women,2014,3.5,136
white dog,1982,7.0,11179
white night,2009,5.2,34
widows' peak,1994,8.0,3
wonderland,1999,8.0,9
wu zhao sheng you zhao,1979,3.3,189
youth of the beast (yaju no seishun),1963,8.0,1
pune via bihar,2014,4.6,21
the big sick,2017,8.0,4
the blue hour,1992,6.2,358
the science of interstellar,2014,7.1,680
the witch trials of j.k. rowling,2023,7.3,30
written in the stars: the official film of the fifa world cup qatar 2022,2023,8.3,54
"#float",2022,2.6,614
a sniper's war,2018,3.5,8144
"accidental spy, the (dak miu mai shing)",2001,5.0,1
adra sakki adra sakki,1997,4.2,6
adventureland,2009,8.0,15
adán buenosayres. la película,2016,5.3,9
after newtown: guns in america,2013,6.3,28
ai 1.0,2021,3.8,12
almost human: rise of the apes,2022,6.1,41
alolam,1982,6.9,17
always a grind,2020,4.9,28
animusu anima,2005,6.1,40
"antonio candido, anotações finais",2024,8.4,8
apprenticeship of the inventor polz,1982,6.3,123
"arrivederci, baby!",1966,5.5,699
au revoir les enfants,1987,8.0,5
baby face harrington,1935,5.8,286
bakumatsu no spasibo,1997,6.8,15
before the frost,2018,6.8,1643
beginner's luck,1985,4.9,64
beirut hold'em,2022,5.8,110
bethlehem,2015,7.8,26
betrayal,2012,6.2,1009
beyond the sands,1974,6.7,78
bheemla nayak,2022,6.3,10378
bikini girls vs dinosaurs,2014,2.2,220
billabong odyssey,2003,8.0,1
billy,2023,6.1,69
birdman: or (the unexpected virtue of ignorance),2014,7.0,26
black mass,2015,4.0,3
boy,2010,8.0,1
bunjako,2016,6.7,11
butterflies are free,1972,6.0,1
carta al nino dios,2014,5.4,27
cento giorni a palermo,1984,6.5,791
cerro torre: a snowball's chance in hell,2013,7.0,465
chandidas,1932,6.9,36
charming flowers,1952,7.3,36
chasing a rainbow: the life of josephine baker,1986,7.5,13
chuck leavell: the tree man,2020,7.8,136
circus ramudu,1980,7.5,43
city island,2009,7.65,32946
clerks,1994,6.0,104
college ranga,1976,8.6,10
coolie,1995,5.3,34
coven,2020,6.4,6026
coyotes,1999,6.1,103
crimson: the motion picture,2011,5.7,24
dabruneba,1977,8.1,13
daddy day care,2003,7.0,6
dampfnudelblues,2013,5.95,3057
dancer in the dark,2000,8.0,20
david f noble: a wrench in the gears,2013,8.7,9
day & night,2010,8.0,5
deadly gamble,2015,7.1,87
delicato,1970,4.0,109
desert of no return,2017,5.1,39
die teufelskirche,1919,6.6,78
dil pardesi ho gayaa,2003,4.1,120
dilli kaand,2021,5.9,13
dongala veta,1978,8.4,11
dream follies,1954,3.2,66
duelo de capos,2024,7.3,16
dwimukha,2022,8.0,26
"easy to learn, hard to master: the fate of atari",2017,6.5,298
ek aur ek gyarah: by hook or by crook,2003,5.3,2360
espère de même pour toi,2019,6.5,8
everything is different,2019,6.3,100
exit,2011,5.4,158
fatal friend request,2019,5.1,255
four weddings and a funeral,1994,6.0,103
from here to eternity: the musical,2014,7.3,84
funny pets 2,2018,2.2,126
fusilados en floresta,2006,7.7,11
gandarrapiddo: the revenger squad,2017,3.5,223
gandhi,1982,8.0,27
girl in his pocket,1957,5.7,78
girl in trouble,1963,4.9,133
girl missing,1933,6.6,514
giti's problem,2016,3.2,130
going the distance,2010,5.65,60456
golias contra o homem das bolinhas,1969,6.8,66
grandma's boy,2006,4.0,7
"grandmaster, the (yi dai zong shi)",2013,4.0,1
"green ray, the (rayon vert, le)",1986,8.0,1
hairspray,1988,10.0,26
harry & meghan: a royal wedding,2018,2.4,28
hashizô no wakasama yakuza,1961,6.4,7
his bridal night,1919,7.6,15
holiday,1999,6.4,71
hot guys with guns,2013,5.5,462
hungry i reunion,1981,7.2,12
husbands in goa,2012,4.0,340
hükümet kadin,2013,6.5,9917
i love you,1986,5.7,581
i'm rich,2016,5.5,806
iddaru pellala muddula police,1991,6.4,48
idiot,2012,5.3,174
"immigrant, the",1917,9.0,1
in deep: the skiing experience,2009,8.9,14
in the dark of the valley,2021,7.7,128
in the name of the people,1987,8.2,429
in the penalty area,1951,5.6,10
ingrid caven: music and voice,2012,5.2,23
inside (à l'intérieur),2007,8.0,1
inside man,2006,9.0,40
intrigue,1947,5.8,259
inugami,2001,5.9,1016
jeeban sangam,1984,3.0,7
kanneshwara rama,1977,6.7,21
khuli khidki,1989,4.4,19
killing american style,1988,4.1,779
klown forever,2015,6.2,5410
kottarathil kutty bhootham,2011,3.7,13
kraithong 2,1985,4.9,13
krokus: as long as we live,2004,7.3,31
kshanam,2021,7.4,20
las minas de salomón rey,1986,5.1,295
les misérables,1917,6.8,41
like crazy,2011,8.0,2
lokmanya ek yugpurush,2015,8.2,815
love is the only answer,2011,5.1,142
loving a younger man,2022,4.0,8
lyubov moya vechnaya,1982,5.6,10
maharaju,1985,8.3,7
mamito,1980,4.6,10
man about town,2006,5.5,8515
man of the house,2005,6.0,8
"maradona, the hand of god",2007,5.7,744
margadarshi,1969,9.2,16
matinee,1993,6.0,1
may december,2023,6.8,68167
mayflower ii,2020,3.5,50
"me, them and lara",2009,5.8,1438
men & chicken,2015,7.35,15082
meow wolf: origin story,2018,6.8,165
miss melody jones,1973,4.6,44
mr. peepers,1971,4.3,31
my obvinyayem,1985,4.7,18
national lampoon's vacation,1983,8.0,26
nero bloom: private eye,2009,6.0,180
new blood: awakening,2016,7.5,13
night shadow,1989,3.8,423
nine chronicles for a screaming heart,2012,6.1,57
no mercy,1986,4.0,2
no more dirty deals,1993,3.6,70
nobody walks in l.a.,2016,5.8,458
norwegian wood,2010,6.3,12742
novemberkind,2008,6.6,500
of love and desire,1963,5.0,164
"oh, the san xia",2012,7.6,6
on our own vesna,2002,4.1,139
once upon a time in china (wong fei hung),1991,6.0,7
one day,2016,7.7,2912
oru cbi diary kurippu,1988,8.1,6505
our town,1940,6.0,1
palio,1932,6.4,38
palnati simham,1985,7.3,10
pan play decadence,2013,6.9,17
paulie go!,2022,5.5,238
peace by chocolate,2021,6.9,1127
peripherie,2016,7.4,31
pigalle-saint-germain-des-prés,1950,4.9,50
planet of the apes,2001,3.85,237670
playgirls,1995,2.5,124
plunkett & macleane,1999,6.0,1
poison friends,2006,6.5,544
pornstar: the legend of ron jeremy,2001,5.0,1
pursuit to algiers,1945,6.7,4303
rebeldes del nom,2021,8.5,6
"red whale, white snake",2006,7.6,20
redneck revenge,1996,3.3,21
rózsafabot,1940,7.3,43
saint seiya: legend of crimson youth,1988,7.2,1546
samsara,2011,5.0,3
school's out 2022,2022,4.9,8
secrets of burlesque,2014,4.8,8
"seeker: the dark is rising, the",2007,2.0,1
semi-dokyumento: kankô basu nure nure jakku,1977,3.8,9
shades of gray,1997,4.2,157
shattered,2007,5.6,19
sickness,2017,4.9,132
silkwood,1983,10.0,3
smoked,2005,5.6,37
snow dogs: into the wild,2022,7.5,19
souchastie v ubiystve,1986,5.6,34
southbounders,2005,6.8,162
"spanish prisoner, the",1997,10.0,11
spanking the monkey,1994,6.15,6891
spec: heaven,2012,5.9,383
splendid float,2004,5.8,83
spoils of war,2009,3.0,345
st trinian's 2: the legend of fritton's gold,2009,4.0,1
standing firm,2010,6.0,240
stay,2018,6.9,181
"thank you, amelia earhart",2023,8.2,13
the amityville moon,2021,2.6,416
the big parade of comedy,1964,5.8,458
the cup,1986,7.7,15
the dancer upstairs,2002,6.8,7100
the dragnet,1928,5.2,28
the express,2008,7.2,23206
the grotesque world of jimmy the bean,2019,4.1,52
the hangman,2024,3.3,992
the heyday of the insensitive bastards,2015,4.4,1915
the horror of party beach,1964,3.4,3296
the invited man,2017,6.5,18
the iron mask,1962,5.8,643
the last race,2018,5.9,311
the latino list: volume 2,2012,6.1,17
the little chp,1995,7.6,63
the longest day,1997,4.8,9
the longest week,2014,3.0,1
the loves of a kabuki actor,1938,7.6,27
the murderer hides his face,1966,7.4,217
the mysterious note,2019,4.9,109
the push,2015,7.3,43
"the rough, tough west",1952,5.7,126
the salesman,2016,7.7,66588
the seven wonders of the world,1994,8.1,82
the simpsons - heaven and hell,2004,7.8,16
the social,2016,7.5,63
the souls of black girls,2008,7.3,14
the toy,1982,5.8,15013
the urn,1962,5.8,57
the wedding commotion,1970,6.8,18
the widespread scandals of lydia lace,1983,6.7,24
the wrong millionaire,1931,5.3,59
things we dare not do,2020,6.7,138
ti yu huang hou,1961,6.1,10
tinku,1977,6.8,35
tomorrow never dies,1997,6.25,209366
transformers,2007,6.0,39
tsiskara,1955,7.3,36
turnul din pisa,2002,6.5,70
uyare,2019,8.0,4222
wahou!,2023,5.7,474
"way, way back, the",2013,4.0,4
wettermacher,2022,7.8,13
when c goes with g7,2013,8.7,10
when the olympus collides with the pampas,2021,7.1,10
which way to the front?,1970,4.6,1503
whirlpool,2005,5.2,102
women of valor,2021,8.3,8
wwe: paige - iconic matches,2019,7.3,18
xiao gui da ge da,1990,6.4,10
zero dark thirty,2012,9.0,14
lucky nick cain,1951,5.9,174
star warrior - the legend of aciris,2021,6.4,85
the bitch of buchenwald,2010,4.0,7
the petrol king,1962,5.2,57
tintomara,1970,4.9,20
1m2,2019,6.2,10
2 hati 1 jiwa,2010,5.0,46
3 ninjas,1992,6.0,6
3rd street blackout,2015,5.3,90
8,2023,8.8,249
a crocus bloomed,2004,7.2,26
a life in waves,2017,6.9,153
a man's world,1942,6.2,47
a moment of confusion,1998,6.2,17
a tu per tu,1984,5.6,253
a walk in the clouds,1995,6.7,37705
a wednesday,2008,8.1,83896
about love,2004,5.6,86
after all,2024,7.3,23
aksbandh,2016,7.0,110
alien: resurrection,1997,2.0,45
alpha class,2016,8.3,37
amami,1993,5.3,53
ana ana,2013,6.2,14
andha insaaf,1993,8.5,12
anxiety,2008,4.1,16
"apartment, the",1960,6.0,27
apocalypse love story,2023,8.0,12
australia,2008,4.0,5
aval peyar rajni,2023,5.6,221
avanak kuzenler,2008,2.5,917
average joe,2024,4.2,561
baby love,1995,7.1,29
back then,2021,6.5,888
bagdad cafe (out of rosenheim),1987,9.0,4
ball don't lie,2008,4.3,313
bare island,2012,7.6,24
behind the green lights,1935,5.9,89
between,2006,7.4,15
"big kahuna, the",2000,2.0,8
bijou,1972,7.0,126
black friday,2017,5.7,56
black mother,2018,7.0,552
black shark,1993,5.4,57
blessed are those who thirst,1997,5.9,342
blood and wine (blood & wine),1996,6.0,3
bloody sunday,2002,6.0,5
born free,1966,8.0,1
brainwashed: sex-camera-power,2022,6.2,1114
breath,2007,6.9,5202
broken dreams,2010,7.0,16
bucha,2023,6.0,942
buttleman,2003,5.5,185
by the law,1926,7.0,1
"captain newman, m.d.",1963,9.0,1
captain phillips,2013,8.0,21
cemile,1968,5.4,40
charity,2012,4.8,12
charlie the ox,2004,8.0,49
cheaper by the dozen 2,2005,4.0,4
chintamani,1937,8.0,11
cleaner,2007,6.1,46507
copacabana mon amour,1970,6.7,262
coquecigrole,1931,5.5,9
corpse party,2015,4.6,558
cowtown ballroom: sweet jesus,2009,7.8,16
"dad, where are we going?",2014,3.9,93
"dancer upstairs, the",2002,9.0,3
dark rider,2021,7.2,37
das mädchen vom änziloch,2016,6.4,26
das treibhaus,1987,7.5,23
de biesbosch: natuur in beweging,2024,8.7,19
denial,1998,5.3,2802
dexter,2025,9.5,407
die schwarze galeere,1962,8.3,17
die weltherrschaft,2017,6.0,16
digging up the marrow,2014,6.0,1
don't laugh at my romance,2007,6.2,547
don't tell me any stories,1964,7.1,14
"duchess, the",2008,6.0,4
dyesebel,1990,5.8,28
dönme bana sevgilim,1970,4.4,9
eagle's wing,1979,5.9,993
ek naya itihas,1984,8.9,18
el regreso de la bestia,1998,5.3,14
elevator to the gallows (a.k.a. frantic) (ascenseur pour l'échafaud),1958,8.0,1
feral,2017,4.4,4630
filmi raasleela,2020,7.4,12
fishpeople,2017,7.8,74
five angry women,1981,4.3,130
five to one,1963,6.5,81
fixing the future,2012,7.9,10
for real,2003,5.9,70
forgetting sarah marshall,2008,9.0,39
fort worth,1951,6.2,857
four minutes,2006,7.3,7583
futurama: bender's big score,2007,8.0,10
future fear,2021,2.5,289
galih dan ratna,2017,6.4,300
germany in autumn,1978,6.8,1455
get up,2023,6.1,68
god bless new dixie,2016,5.8,27
gohraalhu,2019,6.2,6
goodbye charlie,1964,10.0,1
gubra,2006,7.2,240
hadashi no seishun,1956,5.8,7
halgato,1995,6.8,68
hangar 18,1980,10.0,2
harmonica,1996,4.7,74
hasina aur nagina,1996,3.9,14
hate crime,2005,6.3,1651
hate story 2,2014,4.4,2528
heat wave,2009,6.6,557
hidden exposure,2023,5.3,286
hjelp - vi får leilighet! - husmorfilmen høsten 1965,1965,5.3,62
holy hell,2016,7.0,6300
hot tub time machine,2010,6.0,15
házasságból elégséges,1962,6.3,31
i love trouble,1994,5.7,12964
i never promised you a rose garden,1977,4.0,1
ice cream and the sound of raindrops,2017,6.1,169
inside,2016,4.6,5227
is it easy...? after 20 years,2010,7.4,15
isn't she lovely?,2020,4.8,184
jacques & françoise,1991,5.4,5
"jalisco, don't backslide",1941,7.2,91
je cris... je jouis,1978,5.2,44
jeff dye: how i see it,2022,8.0,9
jinsei tombo gaeri,1955,7.2,7
joi no kiroku,1941,6.3,28
judge roy bean,1971,4.9,47
just jim,2015,6.0,1
"kalel, 15",2019,7.2,509
kali's vibe,2002,6.8,17
kam doskáce ranní ptáce,1987,6.8,88
kaminsky - ein bulle dreht durch,1985,6.6,34
kate middleton: the making of a queen,2022,7.9,15
killer crocodile,1989,4.7,1740
king jack,2015,6.9,3471
kommt alles anders,2002,6.8,24
la belle noiseuse,1991,7.5,9917
la búsqueda,1985,5.7,164
la joie de vivre,1969,8.3,13
landers,2004,6.2,39
las vegas warrior,2002,4.2,72
last of the dogmen,1995,5.0,1
le plus joli péché du monde,1951,5.6,49
les années campagne,1992,5.5,49
les cadeaux,2024,5.1,48
litan,1982,6.2,582
locked in a loveshack,2021,5.0,57
lonely castle in the mirror,2022,6.9,1426
long arm of the law: part 3,1989,6.0,215
lust for a vampire,1971,5.7,3873
made in taiwan,2009,7.6,7
mapla singam,2016,4.7,149
mapplethorpe,2018,6.2,1986
merry-go-round,2001,6.7,75
"messenger: the story of joan of arc, the",1999,10.0,11
moving house,1997,4.7,351
mufti,2017,7.8,2354
mussorgsky,1950,6.6,87
my name is ki,2011,5.8,391
naked: sex and gender,2023,4.9,19
napoleon,1995,6.0,2115
oktober november,2013,6.6,539
olé!,2005,4.3,511
"on the other hand, death",2008,6.4,848
pacific blackout,1941,7.2,82
painless,2012,6.1,3633
parvat,2025,9.5,9
patient,2016,4.6,258
pedrito masangkay: walang bakas na iniwan,1994,8.4,23
perfect,1985,4.0,3
"perfect getaway, a",2009,8.0,1
"perfect score, the",2004,6.0,4
perm-36. reflexion,2016,7.5,19
pigs,1984,4.1,51
playing with fire,1983,6.6,249
pyar hi pyar,1969,7.1,97
rangin basanta,1995,7.4,11
ratatouille,2007,6.0,72
red headed stranger,1986,6.6,1021
robots,2005,3.0,19
rose rosy te gulab,2024,5.9,298
ruby,1992,5.5,1726
santa's little helper,2015,3.0,1
savages,2012,6.0,2
save me,2001,5.7,323
scamsgiving,2023,5.7,87
science is fiction: the films of jean painlevé,2007,7.7,94
"seducing doctor lewis (grande séduction, la)",2003,2.0,2
shankar guru,1978,8.5,188
shaun of the dead,2004,4.0,77
sideways,2004,8.0,39
simon says,2006,4.2,3855
simonal,2018,6.8,556
sirens,1994,6.0,12
sizzle,1980,6.2,164
someone to watch over me,1987,8.0,6
sosy problems,2012,5.4,53
sound of my voice,2011,7.0,1
spacehunter: adventures in the forbidden zone,1983,6.0,2
strangers on a train,1951,10.0,25
strix,2021,4.1,322
syriana,2005,5.95,136223
taiping town,2018,5.6,8
taking the plunge 2,2009,5.1,189
tarkan and the blood of the vikings,1971,6.4,2488
tenacious ghost,2015,4.7,49
tenchi muyô! in love,1996,10.0,1
tender moment,1968,6.8,225
the ballad of oppenheimer park,2016,6.7,28
the barbed-wire fence,1961,7.2,127
the big johnson,2025,8.8,6
the big lebowski,1998,8.1,887029
the color of ice,2023,9.2,33
the conspiracy 'theory' conspiracy,2015,5.8,11
the dream center: hope for the inner city,1999,4.3,13
the game is over,1966,5.8,667
the gas house kids in hollywood,1947,5.8,57
the gospel of john,2003,7.8,4392
the great military march forward: engulf the southwest,1998,6.4,11
the great unknown,1970,3.5,23
the hired hand,1971,6.9,3937
the idolmaker,1980,7.45,1572
the initiated,1989,6.1,66
the lady improper,2019,5.1,315
