movie_title,year,genre,combined_rating,total_popularity
susanne,1950,"Drama,Romance",5.9,31
susi susanti: love all,2019,"Biography,Drama,Sport",7.4,380
suspension,2008,"Action,Drama,Fantasy",5.1,1352
suspension of disbelief,2012,Thriller,4.2,689
suspicion,1941,Film-Noir,6.0,5
suspicion,1941,Mystery,6.0,5
suspicion,1941,Thriller,6.0,5
suspicion,1982,"Crime,Drama,Mystery",7.1,235
suspicious minds,1997,Thriller,4.5,223
suspicious river,2000,Drama,5.7,873
sutradhar,1986,Drama,6.4,56
suvenir dlya prokurora,1989,"Crime,Mystery",5.6,38
suyamvaram,1999,Comedy,5.7,252
suyetchai mla,2006,Drama,5.3,14
suze,2023,"Comedy,Drama",6.6,904
suçlu,1972,Drama,5.5,185
svani,2007,Drama,7.1,39
svarta rosor,1932,Drama,5.3,11
svarte pantere,1992,"Action,Drama",5.4,118
sven tuuva the hero,1958,"Comedy,Drama,War",5.9,151
svend åge madsen - at fortælle menneskene,2002,"Biography,Documentary",5.4,26
svesas kaislibas,1983,Drama,7.3,36
svet koji nestaje,1987,Documentary,9.5,381
"svetislav pesic, more than a coach",2015,Documentary,8.4,10
svideteli,2018,"Drama,History,War",6.3,151
svobodnoye padeniye,1988,\N,4.9,19
swagatam,2008,Drama,5.5,81
swagatam,2021,"Comedy,Thriller",6.6,1337
swallow,1922,Adventure,1.7,16
swallowed,2022,"Horror,Thriller",5.3,3543
swami,1949,Drama,5.8,7
swami,1977,Drama,6.8,264
swamp city,2021,"Documentary,Music",8.5,40
swamp thing,1982,Horror,4.0,8
swamp thing,1982,Sci-Fi,4.0,8
swamp woman,1941,Drama,4.5,102
swamp women,1956,"Adventure,Crime,Drama",3.4,2099
swamy ra ra,2013,Crime,7.3,1446
swan lake,2012,"Drama,Fantasy,Music",8.4,266
"swan princess, the",1994,Animation,6.0,3
"swan princess, the",1994,Children,6.0,3
swapna lokam,1999,Romance,5.8,10
swarga,1994,Drama,8.4,9
"swarm, the",1978,Action,4.0,2
"swarm, the",1978,Horror,4.0,2
"swarm, the",1978,Sci-Fi,4.0,2
sway,2009,Horror,4.6,15
swayam krushi,1987,"Action,Drama",8.4,709
swayamsiddha,2010,Drama,8.7,33
swede prince from imereti,1995,Drama,8.7,111
sweden: lessons for america? a personal exploration by johan norberg,2018,Documentary,7.0,91
swedenhielms,1935,"Comedy,Drama",5.7,367
swedish auto,2006,Drama,6.0,620
swedish erotica 23,1981,Adult,4.6,30
swedish erotica 78,1995,Adult,6.0,100
swedish erotica superstars featuring seka,1983,Adult,6.4,8
swedish portraits,1964,Comedy,6.4,136
sweepings,1933,Drama,6.6,488
sweet adeline,1934,"Musical,Romance",5.5,348
sweet and lowdown,1999,Comedy,8.0,3
sweet and lowdown,1999,Drama,8.0,3
sweet bean,2015,Drama,7.4,13482
sweet bird of youth,1962,Drama,6.55,8836
sweet brides,1989,"Comedy,Romance",2.2,10
sweet bunch,1983,"Crime,Drama,Thriller",7.4,1771
sweet degeneration,1997,Drama,6.6,72
sweet eighteen,2012,"Drama,Family,Romance",6.1,13
sweet evil,2010,"Drama,Thriller",6.1,308
sweet girl,2021,"Action,Drama,Thriller",5.5,36630
sweet home alabama,2002,Comedy,6.0,28
sweet home alabama,2002,Romance,6.0,28
sweet hot lisa,1980,Drama,4.5,192
sweet liberty,1986,Comedy,5.0,1
sweet revenge,2001,Thriller,3.3,135
sweet sin,1961,Romance,5.8,29
sweet smell of sex,1965,Drama,3.8,44
sweet sweat,1964,Drama,8.0,21
sweet sweet summertime,2017,Family,7.0,80
sweet young girls,1981,"Adult,Comedy",5.8,73
sweetboy,2014,Drama,6.0,21
"sweetest thing, the",2002,Comedy,7.0,10
"sweetest thing, the",2002,Romance,7.0,10
sweetgrass,2009,Adventure,9.0,1
sweetgrass,2009,Documentary,9.0,1
sweetgrass,2009,Western,9.0,1
sweetheart,1977,"Adult,Crime",5.4,38
sweetheart,1992,"Comedy,Crime,Drama",6.0,435
sweetheart of a shepherdess,1932,"Drama,Romance",5.9,67
sweetheart!,2025,Romance,8.1,59
sweethearts,2024,Comedy,5.5,3784
sweetie,1989,Drama,7.0,1
sweetling,2022,Documentary,8.3,37
sweetwater,1988,"Drama,Thriller",5.1,213
swelter,2014,Action,4.0,1
swelter,2014,Drama,4.0,1
swelter,2014,Thriller,4.0,1
swept away,2002,Comedy,2.0,1
swept away,2002,Romance,2.0,1
swept away (travolti da un insolito destino nell'azzurro mare d'agosto),1975,Comedy,10.0,6
swept away (travolti da un insolito destino nell'azzurro mare d'agosto),1975,Drama,10.0,6
swept from the sea,1997,Drama,7.35,3700
swept from the sea,1997,Romance,7.35,3700
swiatloczula,2025,Romance,7.0,145
swim 62,2023,Documentary,9.1,33
swim little fish swim,2013,"Comedy,Drama,Music",5.9,850
swimfan,2002,Thriller,7.0,2
swimming pool,2003,Drama,6.0,5
swimming pool,2003,Mystery,6.0,5
swimming pool,2003,Thriller,6.0,5
swimming with sharks,1995,Comedy,4.0,10
swimming with sharks,1995,Drama,4.0,10
swing,2013,Comedy,4.3,69
"swing high, swing low",1937,"Comedy,Drama,Musical",6.1,947
swing hostess,1944,"Action,Comedy,Music",5.9,230
swing it professor,1937,"Comedy,Musical",5.7,53
swing kids,1993,Drama,10.0,5
swing kids,1993,War,10.0,5
"swing my swing high, my darling",2004,"Crime,Drama,Romance",6.9,59
swing out the blues,1943,"Comedy,Music",7.6,21
swing your lady,1938,"Comedy,Music,Romance",5.0,598
"swing, sister, swing",1938,"Comedy,Music",6.0,23
swinging partners,1976,"Adult,Romance",6.3,68
swipe,2017,Drama,6.0,26
swipe left,2018,Thriller,7.0,7
swirl,2011,"Drama,Music",7.0,146
swiss army man,2016,Comedy,8.0,2
swiss army man,2016,Drama,8.0,2
swiss army man,2016,Romance,8.0,2
swiss family robinson,1960,Adventure,6.0,10
swiss family robinson,1960,Children,6.0,10
switch,2011,"Action,Crime,Thriller",6.3,3550
switch,2017,Drama,8.9,13
switch case n,2024,Drama,6.2,22
switch on,2020,Documentary,5.8,24
switchback,1997,Crime,6.0,1
switchback,1997,Mystery,6.0,1
switchback,1997,Thriller,6.0,1
switching - goodbye me,2007,Drama,6.8,326
sword art online the movie: progressive - scherzo of deep night,2022,"Action,Adventure,Animation",6.7,1238
"sword in the stone, the",1963,Animation,10.0,25
"sword in the stone, the",1963,Children,10.0,25
"sword in the stone, the",1963,Fantasy,10.0,25
"sword in the stone, the",1963,Musical,10.0,25
sword of heaven,1985,"Action,Crime,Fantasy",6.2,116
sword of the beast (kedamono no ken),1965,Action,6.0,1
sword of the beast (kedamono no ken),1965,Drama,6.0,1
sword of the stranger (sutorejia: mukô hadan),2007,Action,8.0,1
sword of the stranger (sutorejia: mukô hadan),2007,Adventure,8.0,1
sword of the stranger (sutorejia: mukô hadan),2007,Animation,8.0,1
sword of vengeance,2014,Action,2.0,1
sword of vengeance,2014,Adventure,2.0,1
sword of vengeance,2014,Drama,2.0,1
swordfish,2001,Action,7.0,34
swordfish,2001,Crime,7.0,34
swordfish,2001,Drama,7.0,34
swordsman iii: the east is red,1993,"Action,Romance",6.1,1751
sworn to justice,1996,"Action,Drama,Thriller",5.0,1050
sx_tape,2013,Horror,3.4,2206
sy klink soos lente,2016,Comedy,6.3,66
sybil ludington,2010,"Drama,Family,History",4.8,33
sydney (hard eight),1996,Crime,5.0,12
sydney (hard eight),1996,Drama,5.0,12
sydney (hard eight),1996,Thriller,5.0,12
sydney white,2007,Comedy,7.0,2
sykorka,1990,Family,4.2,10
sylvia,2003,Drama,6.0,1
sylvia,2003,Romance,6.0,1
symbiosis,2012,Horror,7.0,14
sympathy for mr. vengeance (boksuneun naui geot),2002,Crime,8.0,5
sympathy for mr. vengeance (boksuneun naui geot),2002,Drama,8.0,5
sympathy for the devil,1968,Documentary,6.0,1
sympathy for the devil,1968,Musical,6.0,1
sympathy for the underdog,1971,Action,9.0,1
sympathy for the underdog,1971,Crime,9.0,1
sympathy for the underdog,1971,Drama,9.0,1
symphonie in gold,1956,"Musical,Romance,Sport",6.1,48
symphoria,2021,"Drama,Romance,Thriller",3.9,140
syn za ottsa...,1995,Drama,5.9,64
synapses,2019,Drama,6.6,131
sync,2023,"Drama,Horror",5.6,159
synchronicity,2015,"Drama,Mystery,Romance",5.4,11512
syndrome k,2019,Documentary,6.6,105
"synecdoche, new york",2008,Comedy,7.25,101196
"synecdoche, new york",2008,Drama,7.25,101196
synesthere,2021,"Horror,Mystery",3.6,24
syntipukki,1957,Comedy,6.3,119
syria: the legions of holy war,2015,"Documentary,War",7.1,18
syriana,2005,Drama,5.95,136223
syriana,2005,Thriller,5.95,136223
syrsor & cigaretter,2012,"Documentary,Music",7.8,10
syrup,2013,Comedy,8.0,2
syrup,2013,Drama,8.0,2
sysknoe byuro 'feliks',1993,"Comedy,Crime",4.3,26
system k,2019,Documentary,7.3,118
szatan z siódmej klasy,1960,"Adventure,Family,Mystery",6.7,417
szerencsés flótás,1943,Comedy,5.7,23
sztracsatella,1996,"Comedy,Drama,Romance",5.9,291
szwedzi w warszawie,1991,\N,3.7,13
"sábado a la noche, cine",1960,"Comedy,Romance",6.6,42
sálvate si puedes,1995,Comedy,6.1,35
sámán,1977,\N,6.2,11
são paulo: 447th anniversary,2001,"Documentary,History",9.4,104
sénéchal the magnificent,1957,Comedy,6.2,170
söz vermistin,2019,"Drama,Romance",3.1,20
sønnen,1916,Drama,5.6,12
søskende,1966,\N,6.2,7
søstre elsker evig,2024,Documentary,8.2,38
süleyman the magnificent,1988,Documentary,7.5,21
"sünde, sex und scharfe katzen",1980,Adult,6.5,21
sündig und süß,1929,\N,6.6,9
t,2023,Biography,9.0,55
t'aime,2000,Drama,1.8,458
t-rex: an evolutionary journey,2016,Documentary,5.8,57
t-rex: back to the cretaceous,1998,Adventure,8.0,1
t-rex: back to the cretaceous,1998,Documentary,8.0,1
t-rex: back to the cretaceous,1998,IMAX,8.0,1
t-shirt travels,2001,Documentary,7.8,26
t.i.m,2018,"Drama,War",7.2,63
t.p.o.,2016,Drama,4.4,68
t2 3-d: battle across time,1996,(no genres listed),8.0,1
t2: trainspotting,2017,Crime,8.0,4
t2: trainspotting,2017,Drama,8.0,4
ta touvla,1985,Comedy,5.0,254
ta vaporakia,1983,"Crime,Drama",6.4,118
taani,2013,Family,8.1,55
taaqat,1982,"Action,Drama",5.6,79
table 5,1997,\N,4.6,23
tabliczka marzenia,1968,Family,6.2,16
tabloid,2001,"Comedy,Drama,Thriller",5.8,221
tabloids on trial,2024,Documentary,3.9,18
taboo,1977,Drama,4.5,196
taboo,2015,"Drama,Romance",4.8,103
taboo ii,1982,"Adult,Drama",6.9,1430
taboo-the unthinkable act,2016,Drama,5.8,83
tabu,2012,Drama,8.0,1
tabu,2012,Romance,8.0,1
tachanka s yuga,1978,Adventure,6.3,30
tacoma,2024,"Drama,Sci-Fi,Thriller",3.4,171
tactical force,2011,Action,4.7,6173
tae guk gi: the brotherhood of war (taegukgi hwinalrimyeo),2004,Action,9.0,1
tae guk gi: the brotherhood of war (taegukgi hwinalrimyeo),2004,Drama,9.0,1
tae guk gi: the brotherhood of war (taegukgi hwinalrimyeo),2004,War,9.0,1
taer ala el tariq,1981,Drama,6.5,132
taeter burger,2023,"Action,Horror,Sci-Fi",5.0,394
taevalaul,2010,"Adventure,Animation,Fantasy",7.5,54
tafanos,2000,"Comedy,Horror",3.3,21
tagaru palya,2023,Drama,6.8,343
tage im galopp,1993,Documentary,7.3,9
tagebuch eines liebenden,1977,Drama,7.3,98
tagus ranch massacre,2012,Horror,4.7,14
tahe khat,2013,\N,1.2,15
tai chi master,1993,"Action,Comedy,Drama",7.2,11184
tai hou ji xiang,1996,\N,6.2,59
taifuken no onna,1948,"Crime,Drama",6.8,73
taija,1987,Adult,4.2,6
taiketsu,2007,"Action,Drama,Sci-Fi",4.7,58
tainted,1998,"Comedy,Thriller",4.1,138
taipei 24h,2009,"Comedy,Drama",6.3,65
taipei factory ii,2014,Drama,8.2,20
taiping town,2018,Action,5.6,8
taiwan canasta,1985,"Comedy,Drama",7.7,906
taiwan vs china: a fragile democracy,2020,Documentary,6.6,64
taiwan wang shi,2004,Drama,7.5,26
tajurba,1981,"Action,Adventure",5.8,20
tak blízko u nebe,1964,\N,4.6,9
"takbo, bilis... takboooo!",1987,"Comedy,Horror",5.6,11
takbo... talon... tili!!!,1992,"Comedy,Fantasy,Horror",6.4,24
take a chance,1937,Comedy,5.9,50
take a girl like you,1970,"Comedy,Drama,Romance",5.6,819
take a stan,2019,Drama,5.9,46
take care,2012,Drama,8.3,21
take care of maya,2023,Documentary,7.7,10967
take it big,1944,"Comedy,Music,Romance",5.2,34
take it out in trade,1970,Comedy,3.8,268
take it to the limit,1979,"Documentary,Sport",8.0,30
take me back to oklahoma,1940,"Drama,Music,Western",5.8,107
take me home,2005,Drama,8.1,26
take off,1970,Comedy,6.8,13
take shelter,2011,Drama,9.0,2
"take the flame! gay games: grace, grit, and glory",2005,Documentary,7.4,10
take the lead,2006,Drama,10.0,2
take this job and shove it,1981,Comedy,2.0,1
take us home,2017,Documentary,7.5,196
takekurabe,1955,Family,7.1,62
taken 2,2012,Action,7.0,7
taken 2,2012,Crime,7.0,7
taken 2,2012,Drama,7.0,7
taken 2,2012,Thriller,7.0,7
taken 3,2015,Action,9.0,5
taken 3,2015,Crime,9.0,5
taken 3,2015,Thriller,9.0,5
takers,2010,Action,7.0,2
takers,2010,Crime,7.0,2
takers,2010,Thriller,7.0,2
taking care of business,1990,Comedy,6.0,1
"taking of pelham 1 2 3, the",2009,Crime,8.0,6
"taking of pelham 1 2 3, the",2009,Drama,8.0,6
"taking of pelham 1 2 3, the",2009,Thriller,8.0,6
taking stock,2016,Documentary,8.7,7
taking the face: the portuguese bullfight,2008,Documentary,4.0,66
taking the plunge 2,2009,"Drama,Romance",5.1,189
taking woodstock,2009,Comedy,4.0,3
takita tadimi tandana,2025,"Drama,Romance",8.1,1094
takkar,1980,Drama,5.4,52
takumi-kun series 1: and the spring breeze whispers,2007,"Comedy,Drama,Romance",5.7,257
tal como soy,2020,Drama,3.9,36
talak,1984,"Comedy,Drama,Romance",7.2,5
talak 3,2016,"Comedy,Drama",6.9,142
talash,2019,"Action,Adventure,Comedy",6.4,48
"tale of despereaux, the",2008,Adventure,6.0,1
"tale of despereaux, the",2008,Animation,6.0,1
"tale of despereaux, the",2008,Children,6.0,1
"tale of despereaux, the",2008,Comedy,6.0,1
"tale of despereaux, the",2008,Fantasy,6.0,1
"tale of princess kaguya, the (kaguyahime no monogatari)",2013,Animation,2.0,1
"tale of princess kaguya, the (kaguyahime no monogatari)",2013,Drama,2.0,1
"tale of princess kaguya, the (kaguyahime no monogatari)",2013,Fantasy,2.0,1
"tale of two cities, a",1935,Drama,8.0,1
"tale of two sisters, a (janghwa, hongryeon)",2003,Drama,9.0,4
"tale of two sisters, a (janghwa, hongryeon)",2003,Horror,9.0,4
"tale of two sisters, a (janghwa, hongryeon)",2003,Mystery,9.0,4
"tale of two sisters, a (janghwa, hongryeon)",2003,Thriller,9.0,4
taleem,2016,Drama,7.4,17
talent,2006,Comedy,6.1,12
talent,2017,Comedy,8.1,23
talent of a fish,2019,"Comedy,Drama",9.6,9
"talented mr. ripley, the",1999,Drama,2.0,49
"talented mr. ripley, the",1999,Mystery,2.0,49
"talented mr. ripley, the",1999,Thriller,2.0,49
talento millonario,2017,"Drama,Family",6.4,23
tales,2014,Drama,7.0,1560
tales for the campfire,2016,Horror,2.0,34
tales from the creek,2022,Horror,6.2,9
tales from the dark 1,2013,Horror,5.6,707
tales from the darkside: the movie,1990,Fantasy,10.0,3
tales from the darkside: the movie,1990,Horror,10.0,3
tales from the darkside: the movie,1990,Thriller,10.0,3
tales from the hood,1995,Action,6.0,6
tales from the hood,1995,Crime,6.0,6
tales from the hood,1995,Horror,6.0,6
tales from the old west,2023,Western,8.5,10
tales from the other side,2022,Horror,3.3,275
tales from the void,2023,Horror,6.4,16
tales of a fifth grade robin hood,2021,"Comedy,Family",5.3,77
tales of a honeycomb,1981,"Comedy,Drama",4.8,11
tales of halloween,2015,"Adventure,Comedy,Fantasy",5.5,14904
tales of manhattan,1942,Comedy,10.0,1
tales of manhattan,1942,Drama,10.0,1
tales of robin hood,1951,"Adventure,Family",5.3,106
tales of siva 1,2009,"Animation,Family,History",7.1,19
tales of siva 2,2009,Animation,7.5,15
tales of slussen,2012,"Biography,Documentary,Drama",7.0,7
tales of the purple house,2022,Documentary,7.9,54
tales of the undeparted,2021,Horror,5.6,12
taliban land,2022,Documentary,7.6,20
talien,2017,Documentary,7.9,9
talih kusu,1982,"Comedy,Drama",3.0,31
talisman,1998,Horror,3.7,451
talk 19,1993,\N,8.5,9
talk nerdy to me,2016,Comedy,6.5,9
talk of the town tora-san,1978,Comedy,6.4,96
talk radio,1988,Drama,6.0,2
talk to her,2002,"Drama,Mystery,Romance",7.9,119726
talk to me,1997,"Comedy,Romance",7.8,44
"talk, talk, talk",2007,"Comedy,Drama",6.6,116
talking feet,1937,Musical,5.7,33
tall girl 2,2022,"Comedy,Drama,Family",4.7,6890
"tall man, the",2012,Crime,3.0,1
"tall man, the",2012,Drama,3.0,1
"tall man, the",2012,Mystery,3.0,1
tall shadows of the wind,1979,"Drama,Horror,Mystery",6.9,160
tall stories,1988,Drama,6.5,109
tall tales from the magical garden of antoon krings,2017,"Adventure,Animation,Comedy",4.6,330
"tall, dark and handsome",1941,"Comedy,Crime",6.6,282
talladega nights: the ballad of ricky bobby,2006,Action,8.0,28
talladega nights: the ballad of ricky bobby,2006,Comedy,8.0,28
talusaling,1955,"Comedy,Romance",5.0,6
talvisota: syskyjärvi 1939,2012,War,6.4,9
tam cam: the untold story,2016,"Action,Drama,Fantasy",5.4,417
tamaar padaar,2014,Comedy,5.2,324
tamasih el-nil,2022,Comedy,2.7,185
también de dolor se canta,1950,"Comedy,Drama",7.3,132
también encontré mariquitas felices,1980,"Comedy,Drama",5.5,22
"tambourine, drum",2009,Drama,6.7,338
tambylles,2012,Drama,5.8,17
"taming of the shrew, the",1967,Comedy,6.0,2
taming sutton's gal,1957,"Comedy,Drama",5.6,12
taming tammy,2007,"Comedy,Romance",6.4,44
taming the apex,2013,"Documentary,Drama,Sport",8.2,20
taming the horse,2017,Documentary,7.5,27
tammy,2014,Comedy,6.0,2
tammy and the t-rex,1994,"Comedy,Sci-Fi",5.3,6191
tamo junto,2016,Comedy,5.6,161
tamozhnya,1982,Crime,5.4,98
tan frágil como un segundo,2014,Drama,8.0,44
tanaka hiroshi no subete,2005,Comedy,5.0,14
tanba tetsurô no daireikai 2: shindara odoroita!!,1990,"Adventure,Sci-Fi",4.3,15
tange sazen,1953,\N,5.6,6
tangential lives,2013,Drama,6.3,18
tanger gool,2015,Documentary,6.0,9
tangerine,2015,Comedy,9.0,1
tangerine,2015,Drama,9.0,1
tangier,2006,Drama,7.1,1759
tangled,1997,Drama,5.9,63
tangled ever after,2012,Action,8.0,3
tangled ever after,2012,Animation,8.0,3
tangled ever after,2012,Children,8.0,3
tangled hearts,2025,Drama,9.2,12
tango,1993,"Comedy,Crime",6.2,1403
tango,1998,Drama,4.45,3138
tango,1998,Musical,4.45,3138
tango & cash,1989,Action,4.0,3
tango & cash,1989,Comedy,4.0,3
tango & cash,1989,Crime,4.0,3
tango & cash,1989,Thriller,4.0,3
tango cabaret,2001,"Biography,Comedy,Drama",4.2,129
tango shalom,2021,"Comedy,Family,Music",5.8,464
tango smerti,1992,"Drama,Romance",7.5,14
tangoborn menclenty,2017,Comedy,6.1,10
tania la bella salvaje,1948,"Adventure,Drama,Music",4.9,12
tank commandos,1959,"Drama,War",4.5,207
tanker 'derbent',1941,Adventure,5.4,24
tanker 'tango',2006,Crime,5.8,42
tanto monta,2017,\N,5.6,14
tanya's island,1980,Drama,4.0,473
tanz auf der kippe,1991,Drama,6.7,18
tao,1923,\N,5.8,7
"tao of steve, the",2000,Comedy,8.0,13
taoism drunkard,1984,"Action,Comedy,Horror",6.1,411
tapasya,1980,Drama,4.6,6
taped,2012,Thriller,6.2,1694
tapeheads,1988,Comedy,4.0,1
tapers,1989,Drama,7.0,17
tapilacak kadin,1967,"Drama,Romance",4.4,59
tapirulàn,2022,Drama,5.5,224
tapping the source,2010,Documentary,7.2,15
taps,1981,Drama,8.0,1
tara and the strawberry fever,2004,\N,2.9,19
tara tara tara tara,1980,Adult,6.2,171
taralezhite se razhdat bez bodli,1971,"Comedy,Family",8.7,472
taras bulba,1924,Adventure,7.4,26
"taras bulba, the cossack",1962,"Action,Adventure,Drama",6.8,38
taras shevchenko,1951,"Biography,Drama,History",6.5,183
tarat,2018,\N,1.0,12
target,2010,Drama,6.7,31
target market: kids,2011,Documentary,8.7,8
target of lust,1979,Thriller,4.8,16
target practice,2008,"Action,Adventure",4.9,195
tari sathe,2021,Family,7.5,605
tarkan and the blood of the vikings,1971,"Adventure,History",6.4,2488
tarkan: canavarli kule,1969,Adventure,6.7,86
tarkata,2014,"Crime,Drama",6.0,341
tarkieb,2000,"Mystery,Thriller",5.1,306
tarnation,2003,Documentary,8.0,1
tarnished lady,1931,"Drama,Romance",6.0,263
tarnovskata tzaritza,1981,Drama,8.3,99
tarot,2009,"Drama,Fantasy,Horror",6.3,84
tartarus,2005,Horror,3.4,121
tarzan,1999,Adventure,4.0,24
tarzan,1999,Animation,4.0,24
tarzan,1999,Children,4.0,24
tarzan,1999,Drama,4.0,24
tarzan and jane regained... sort of,1964,Comedy,5.7,56
tarzan and the perils of charity jones,1971,"Action,Adventure",6.9,46
tarzan in king solomon's mines,1973,Adventure,4.1,54
tarzan the fearless,1933,"Adventure,Family",4.8,847
tarzan's greatest adventure,1959,"Action,Adventure,Family",6.4,1507
"tarzan, aux sources du mythe",2017,Documentary,6.9,12
tashi delek!,2016,Documentary,7.7,20
tasmania story,1990,\N,4.7,17
tasnvetserordy,1929,Drama,7.2,6
taste of cherry (ta'm e guilass),1997,Drama,7.0,3
taste of fear,2011,"Action,Thriller",5.4,13
taste the waste,2010,Documentary,7.6,538
tatak ng yakuza,1983,Action,4.4,8
tatamma kala,1974,Drama,8.3,67
tatapatan ko ang lakas mo,1999,"Action,Drama",6.4,21
tati part time,2024,Comedy,6.2,1450
"tato, nie bój sie dentysty!",1986,"Animation,Family",5.9,14
tattoo of love,1963,Drama,7.8,6
tattooed life (irezumi ichidai),1965,Crime,6.0,1
tattooed life (irezumi ichidai),1965,Drama,6.0,1
tattooed tears,1979,Documentary,7.0,178
taurunum boy,2018,Documentary,7.1,37
tawagin mo ang lahat ng santo,1997,Action,9.0,18
taxi,2004,Action,4.0,7
taxi,2004,Comedy,4.0,7
taxi 2,2000,Action,9.0,4
taxi 2,2000,Comedy,9.0,4
taxi 3,2003,Action,9.0,2
taxi 3,2003,Comedy,9.0,2
taxi 4,2007,Action,4.0,1
taxi 4,2007,Comedy,4.0,1
taxi and telephone,2013,Drama,6.9,14
taxi car,1972,\N,6.5,15
taxi driver,1976,Crime,9.0,104
taxi driver,1976,Drama,9.0,104
taxi driver,1976,Thriller,9.0,104
taxi eli lav a,2009,Comedy,6.5,72
taxi ramudu,1961,Drama,6.0,6
taxi to the dark side,2007,Documentary,8.0,1
"taxi, mister",1943,Comedy,6.5,77
taxing love,2018,"Comedy,Romance",5.7,660
tayna predkov,1973,Drama,6.2,9
tayna volchey pasti,2004,"Adventure,Family",3.8,25
tayna zaborskogo omuta,2003,Family,6.4,15
tayna zolotogo bregeta,1988,Adventure,4.3,12
taynik u krasnykh kamney,1973,Family,5.8,25
tayong dalawa,1992,"Drama,Romance",6.9,17
tayta shanti,2023,Drama,5.1,8
tchoupitoulas,2012,Documentary,6.5,335
te gek om los te lopen,1981,"Comedy,Drama",5.7,87
te ji ying xiong huang ji guang,2022,"Biography,Drama,War",6.9,29
te kuhane o te tupuna: el espíritu de los ancestros,2015,Documentary,7.3,13
te rompo el rating,1981,"Adventure,Comedy",6.1,145
te rua,1991,\N,7.5,27
te3n,2016,"Crime,Drama,Mystery",7.2,14059
tea + cake,2015,Drama,7.9,11
tea with mussolini,1999,Comedy,10.0,6
tea with mussolini,1999,Drama,10.0,6
tea with mussolini,1999,War,10.0,6
teach me,1998,"Drama,Romance",4.5,87
teach me love,1957,"Drama,Romance",6.4,37
teacher of the year,2019,"Comedy,Drama,Family",8.8,83
teacher's pet,1958,Comedy,8.0,1
teacher's pet,1958,Romance,8.0,1
teachers of sexual play: modelling urns with the female body,2000,Comedy,3.9,145
teaching mrs. tingle,1999,Comedy,4.0,9
teaching mrs. tingle,1999,Thriller,4.0,9
team america: world police,2004,Action,7.0,32
team america: world police,2004,Adventure,7.0,32
team america: world police,2004,Animation,7.0,32
team america: world police,2004,Comedy,7.0,32
team spirit,2016,"Biography,Drama,Thriller",6.7,1570
teardrops of karnaphuli,2005,Documentary,8.6,17
tears for sale,2008,Comedy,8.0,1
tears for sale,2008,Drama,8.0,1
tears for sale,2008,Fantasy,8.0,1
tears for simon,1956,"Crime,Mystery,Thriller",6.4,361
tears in suzhou,1985,"Drama,Romance",6.5,9
tears of remedy,2011,"Drama,Fantasy,Romance",8.5,83
teaserama,1955,"Comedy,Music",4.8,355
techno and the kgb,1997,\N,7.8,9
techno diva,2018,"Comedy,Music,Romance",7.1,26
techno: az egyén diadala,1998,Documentary,8.9,11
technocalyps,2006,"Documentary,Sci-Fi",7.3,229
ted,2012,Comedy,5.0,21
ted,2012,Fantasy,5.0,21
ted 2,2015,Comedy,1.0,9
ted sieger's molly monster - der kinofilm,2016,"Adventure,Animation,Fantasy",5.9,134
teddy bear (mis),1981,Comedy,7.0,1
teddy bear (mis),1981,Crime,7.0,1
teddy told me to,2023,Horror,5.8,73
teen devian,1965,"Musical,Romance",7.3,244
teen murti,2009,Drama,7.3,20
teen taal,2016,Drama,8.1,30
teen-age fantasies: an adult documentary,1972,Adult,6.1,76
teenage bonnie and klepto clyde,1993,"Action,Drama",5.6,533
teenage ghost punk,2014,"Comedy,Family,Music",5.9,496
teenage girl: skip day,2022,"Comedy,Drama,Romance",8.2,45
teenage girl: valerie's holiday,2019,"Comedy,Drama,Romance",7.8,101
teenage massage parlor,1976,Adult,4.4,9
teenage mutant ninja turtles,2014,Action,7.0,29
teenage mutant ninja turtles,2014,Adventure,7.0,29
teenage mutant ninja turtles,2014,Comedy,7.0,29
teenage mutant ninja turtles ii: the secret of the ooze,1991,Action,8.0,13
teenage mutant ninja turtles ii: the secret of the ooze,1991,Children,8.0,13
teenage mutant ninja turtles ii: the secret of the ooze,1991,Fantasy,8.0,13
teenage mutant ninja turtles: out of the shadows,2016,Action,4.0,1
teenage mutant ninja turtles: out of the shadows,2016,Adventure,4.0,1
teenage mutant ninja turtles: out of the shadows,2016,Comedy,4.0,1
teenage mutant ninja turtles: turtles forever,2009,Action,6.0,1
teenage mutant ninja turtles: turtles forever,2009,Adventure,6.0,1
teenage mutant ninja turtles: turtles forever,2009,Animation,6.0,1
teenage mutant ninja turtles: turtles forever,2009,Comedy,6.0,1
teenage mutant ninja turtles: turtles forever,2009,Thriller,6.0,1
teenage pajama party,1977,"Adult,Comedy",5.9,65
teenage seductress,1975,Drama,3.7,321
teenage tupelo,1995,"Comedy,Drama,Musical",7.0,91
teenage wolfpack,1956,"Crime,Drama,Thriller",6.5,555
teeth,2007,Comedy,4.0,1
teeth,2007,Horror,4.0,1
tegar,2022,Drama,8.3,42
teito monogatari gaiden,1995,"Fantasy,Horror,Sci-Fi",5.6,26
teja bhai and family,2011,Comedy,4.2,454
tekkonkinkreet (tekkon kinkurîto),2006,Action,10.0,4
tekkonkinkreet (tekkon kinkurîto),2006,Adventure,10.0,4
tekkonkinkreet (tekkon kinkurîto),2006,Animation,10.0,4
